Perfil,Categoria,dif_pt_psdb,DEM,PCdoB,PDT,PEN,PHS,PMDB,PMN,PP,PPS,PR,PRB,PROS,PRP,PRTB,PSB,PSC,PSD,PSDB,PSDC,PSL,PSOL,PT,PTB,PTC,PTdoB,PTN,PV,S.PART.,SD,Total de deputados seguindo
@angelovanhoni,,,,2,,,,3,,,1,,,1,,1,,,1,2,,,,11,1,,,,,,1,24
@chelacrist,,,1,,1,,,4,,4,2,1,,1,,,,,1,4,,,,2,1,,,,,,2,24
@_silviotorres_,,,1,,,,,1,,2,1,,,,,,1,,1,14,,,,2,1,,,,,,,24
@AlmirVieira,,,4,,2,,,4,,1,2,,,,,,,,2,5,,,,2,2,,,,,,,24
@astridfontenell,,,1,1,,,,1,,2,,,,3,,,1,,3,2,,,2,2,2,,,2,,,2,24
@betinhogomes,,,2,1,,,,2,,2,1,,,,,,,,,14,,,,,,,,,,,2,24
@AntonioAndradep,,,,1,1,,,6,,2,,1,,,,,,,3,3,,,,5,,,,1,,,1,24
@concigo,,,3,,1,,,1,,2,,,1,1,,,2,,1,4,,,,3,2,,,,,,3,24
@comunicadores,,,1,,2,,,2,,2,3,1,,,,,,,1,2,,,,5,2,,,1,,,2,24
@revista_trip,,,1,,,,,2,,3,,1,,,,1,1,,1,4,,,2,4,1,,,,1,,1,23
@tatasbc,,,2,,1,,,2,,,3,,,,,,,,1,9,,,,1,,,,,,,4,23
@vozdacomunidade,,,,,,,,1,,1,,,,2,,1,2,,1,4,1,,2,5,1,,,1,,1,,23
@trbrasil,,,,1,,,,3,,1,1,,,1,,1,1,,2,2,,,1,6,1,,,1,,,1,23
@stepanrio,,,,2,1,,,2,,,4,1,,,,,1,,3,3,,,,4,,,,,1,,1,23
@rossoni,,,3,,1,,,1,,1,2,,1,,,,1,,,10,,,,1,1,,,,,,1,23
@solpoliticos,,,4,,2,,,3,,,1,,,,,,1,,1,4,,,1,4,1,,,,,,1,23
@vicente_candido,,,,1,,,1,1,,1,,,,,,,2,,1,2,,1,,13,,,,,,,,23
@RubensOtoni,,,,,1,,,1,,1,1,2,,1,,,,,2,2,,1,,11,,,,,,,,23
@RicardoFerraco,,,,,,,,3,,2,1,1,,1,,,3,,2,3,,,,3,1,,,,1,,2,23
@Zaga_Silos,,,4,,,,,3,,1,1,,,,,,,,,12,,,,1,,,,,,,1,23
@psdcamara,,,,,,,,2,,,1,,1,,,,,,19,,,,,,,,,,,,,23
@Teoria_e_Debate,,,,,,,,2,,,,,,,,,1,,,,,,,20,,,,,,,,23
@RenanFilho_,,,2,,1,,,9,,2,,1,,3,1,,,,2,1,,,,,,,,1,,,,23
@polit004,,,4,,2,,,3,,3,,,,,,,1,,1,6,,,,2,1,,,,,,,23
@UJSBRASIL,,,,9,,,,1,,1,,,,2,,,,,1,,,,,8,,,,,,,1,23
@PTnoTw,,,,1,1,,,1,,,,,,,,1,,,,,,,,17,1,,,,,,1,23
@participacd,,,3,1,1,,,,,3,1,,,,,,1,,2,4,,,1,3,2,,,,,,1,23
@marciofranca40,,,,,,,,2,,,,,,1,,,7,,3,6,,,,2,1,,,,,,1,23
@paulosalimmaluf,,,2,,,,,1,,6,,3,1,1,,,1,,3,3,,,,1,1,,,,,,,23
@lincoln_portela,,,,2,,,,2,,2,,5,,1,,,,,2,5,,,,3,,,1,,,,,23
@mariocovasneto,,,1,,1,,,2,,,1,,,,,,,,1,14,,,,1,,,,,,,2,23
@pedrotobias,,,1,,,,,1,,1,,,,,,,,,1,16,,,,1,1,,,,,,1,23
@margarethmaia,,,3,,1,,,3,,,2,,,1,,,,,1,6,,,,2,1,,,,,,3,23
@JPSDBMG,,,1,1,1,,,1,,,1,,,,,,,,,17,,,,,,,,,,,1,23
@mariocdlneto201,,,3,1,2,,,4,,2,,,1,,,,,,,4,,,,2,2,,,,,,2,23
@OphirCavalcante,,,1,,1,,,4,,1,2,2,1,1,,,3,,1,1,,,,4,,,,1,,,,23
@FePaesLeme,,,1,,1,,,1,1,3,,1,2,,,,2,,1,3,,,1,2,1,,,,,,3,23
@fbezerracoelho,,,1,2,,,1,3,,1,,,,3,,,4,,,2,,,,3,1,,,,1,,1,23
@gustavoemota,,,1,1,2,,,3,,5,,,,,,1,2,,,1,,,,6,1,,,,,,,23
@Dep_PedroLupion,,,7,,,,,3,,1,2,1,,,,,1,,2,3,,,,1,1,,,,,,1,23
@JaiminhoMartins,,,2,,,,,2,,1,,1,,1,,,,,1,6,,,,6,1,,,,1,,1,23
@depmarcelonilo,,,3,2,1,,,2,,2,,,1,,,,,,,1,,,,7,2,,,1,,,1,23
@elcionepmdb,,,1,2,1,,,10,,,1,,,,,,1,,1,2,,,,2,2,,,,,,,23
@iracemaportela,,,2,1,,,,2,,3,,2,,1,,,,,2,2,,,,5,2,,,,,,1,23
@enioverri13,,,,1,,,,3,,1,1,1,,,,1,,1,,1,,,,11,1,,,,,,1,23
@gazetadopovo,,,1,1,,,,4,,2,2,1,,,,1,3,,1,2,,,,2,2,,,,,,1,23
@joaocapi,,,,,1,,,2,,,,1,,2,,,6,,2,3,,,1,5,,,,,,,,23
@hilde_angel,,,,1,,,,1,,,,1,,1,,1,1,,3,,,,3,11,,,,,,,,23
@depjoaoleite,,,1,,,,,2,,,1,,,,,,1,,1,13,,,,1,,,1,1,,,1,23
@10neto,,,,,,,,2,,2,1,1,1,1,,,,,3,6,,,,3,1,,,,,,2,23
@Amor_e_Fe,,,3,,,,,4,,1,1,1,1,2,,,1,,1,1,,,,4,1,,,,,,2,23
@blogdadilma13,,,1,1,,,,,,,,,1,,,1,,,1,,,,,17,,,,,,,1,23
@AviancaBrasil,,,1,,1,,,5,,3,1,,1,1,,,,,2,1,,,,4,1,,,,,,2,23
@BillGates,,,,,1,,,4,,3,,,3,,,1,,,4,4,,,,1,1,1,,,,,,23
@ChristinaLemos,,,1,,,,,2,,1,,1,1,1,,1,2,,1,4,,,2,5,,,,,,,1,23
@canaldoprodutor,,,1,,1,,,4,,6,,,,2,,,,,3,3,,,,1,1,,,,1,,,23
@BrunoJulio15,,,3,1,1,,,8,,,1,,,,,,,,,3,,,,3,,,,,,,3,23
@_LuizEmanuel,,,3,,1,,,1,,1,1,,,,,,2,,1,8,,,,2,,,,,,,3,23
@ANPgovbr,,,1,,,,,2,,1,1,1,,1,,,1,,1,,1,,,12,1,,,,,,,23
@psdbrj,,,3,,1,,,,,,1,,,,,,,,2,14,,,,,,,,,,,1,22
@RBWcomunicacao,,,2,,2,,,1,,2,,,,1,,,3,,,4,,,,3,1,,,1,,,2,22
@TribunadaBahia,,,3,2,1,,,,,2,,,1,,,,1,,1,1,,,,6,1,1,,1,,,1,22
@SaladeCampanha,,,4,1,2,,,1,,,,,,1,,,,1,2,3,,,,2,2,,,1,,,2,22
@PoliticaNaWeb,,,3,1,3,,,1,,3,,1,,,,,,,2,3,,,,4,1,,,,,,,22
@Sangue_Latino,,,1,1,1,,,2,,,,1,1,1,,,,1,,2,,,,9,,,,,1,,1,22
@walterihoshi,,,5,,,,,2,,,,,,1,,,1,,6,3,,,,2,1,,,,,,1,22
@pizzolatti,,,2,,1,,,3,,8,,1,,,,,,,3,2,,,,2,,,,,,,,22
@Tucano_SP,,,2,,,,,,,,,,,,,,,,1,18,,,,,,,,,,,1,22
@SENADORRAUPP,,,,,,,,17,,1,,,,,,,1,,2,1,,,,,,,,,,,,22
@PTrabalhadores,,,,,,,,1,,,,,,,,1,,,,,,,,20,,,,,,,,22
@SEPPIR,,,,,,,,,,3,,,,,,,1,,,,,,1,15,2,,,,,,,22
@RolimMarcos,,,,,2,,,2,,1,,,,,,,1,,,1,,,2,12,,,,,,,1,22
@soracy,,,3,1,,,,2,,1,1,,,,,,1,,1,6,,,,3,2,,,,,,1,22
@UOLEducacao,,,,,2,,,4,,,1,,,,,,2,,,5,1,,1,4,1,,,1,,,,22
@Ricazinha,,,2,,1,,,2,,1,,2,,1,,,,,,8,,,1,2,,,,,,,2,22
@receribelli,,,1,,1,,,4,,,2,,2,1,,,,,3,1,,,,3,1,,,,,,3,22
@peqempresas,,,2,,,,,5,,1,,,,1,,,1,,2,4,1,,,2,1,,,,1,,1,22
@rubinhogurgel,,,2,1,1,,,1,,1,1,1,,1,,,1,,,3,,,1,3,1,,,,2,,2,22
@pensador,,,3,,,,,3,,1,2,,,,,1,,,2,2,,,,5,2,,,,,,1,22
@marchamulheres,,,,1,,,,,,,,,,,,1,2,1,,1,,,2,14,,,,,,,,22
@mikibreier,,,1,,2,,,4,,2,,,1,2,,,4,,,1,,,,3,1,,,,,,1,22
@mobilizacaobr,,,,1,1,,,,,,,,,,,1,,,,1,,,,18,,,,,,,,22
@PauloMelo20,,,4,,2,,,3,,2,1,,,,,,,,2,4,,,,1,,,,1,,,2,22
@MatheusLeone45,,,3,,,,,1,,,1,,,,,,1,,1,12,,,,,,,,,,,3,22
@otaviomesquita,,,1,,,,,1,,1,,,,,,,2,,4,5,,,,2,1,,1,1,,,3,22
@jpsdb_df,,,2,,,,,,,1,1,,,,,,,,2,14,,,,,,,,,,,2,22
@luizeduardosoar,,,1,,1,,,4,,,,,,,,,1,,2,1,,,3,8,,,,,,,1,22
@Juvenal_Araujo,,,1,,1,,,2,,,1,,,,,,2,,2,8,,,,2,1,,,,,,2,22
@paulomathias,,,1,,1,,,1,,1,2,,,,,,,,,15,,,,,,,,,,,1,22
@juliaduailibi,,,1,,1,,,2,,,1,,1,,,,1,,2,8,,,2,2,,,,,,,1,22
@juventudecut,,,,1,,,,,,,,,,,,1,,1,,,,,,18,,,,,,,1,22
@marcelorubens,,,,,,,,2,,1,,,,,,1,1,,2,5,,,1,8,1,,,,,,,22
@JoaoLeaoVice,,,2,2,1,,,1,,4,,,,,,,,,2,,,,,6,2,,,1,,,1,22
@felipesigollo,,,1,,,,,,,,,,,,,,,,,20,,,,1,,,,,,,,22
@Dep_Inocencio,,,,,,,,3,,2,,3,,1,,,3,,2,3,,,,2,1,,,,,,2,22
@Galera_Dilma,,,1,,,,1,,,,,,,,,1,,,,,,,,19,,,,,,,,22
@DeputadosDEM,,,16,,,,,2,,,,,,1,,,,,,2,,,,,,,,,,,1,22
@IzalciLucas,,,3,,1,,,3,,,,,,1,,,1,,2,9,,,,,,,,,,,2,22
@joaopaulom,,,3,,1,,1,1,,,1,,,,,,,,1,9,,,1,,1,,1,,1,,1,22
@DomOdiloScherer,,,1,1,1,,,3,,,1,1,,1,,,,,2,6,,,,2,2,,,,1,,,22
@depluizsergio,,,,1,,,,2,,,,1,,,,,1,,2,1,,,,14,,,,,,,,22
@giovanigrizotti,,,2,1,3,,,3,,5,,,,,,,2,,,1,,,,2,2,,,,,,1,22
@Eduardo_Sciarra,,,5,,,,,4,,,1,,,1,,,1,,5,3,,,,,,,,,,,2,22
@jorginhomello,,,,,,,,4,,4,,1,,1,,,,,4,5,,,,3,,,,,,,,22
@dep_padrejoao,,,,1,2,,,1,,1,,,,,,,,,2,2,,,,13,,,,,,,,22
@dimasramalho,,,1,,2,,,2,,1,3,1,,1,,,,,3,6,,,,1,,,,,,,1,22
@EduardoBraga_AM,,,1,,1,,,6,,2,1,,,1,,,,,4,2,,,,3,1,,,,,,,22
@gugakuerten,,,2,1,,,,2,,2,,1,1,,,,2,,4,3,,,,3,,,,,,,1,22
@DeputadoBiffi,,,1,1,2,,,2,,,,1,,2,,,1,,,,,,,11,1,,,,,,,22
@EstadaoLink,,,,,,,,2,,1,1,1,,,,,,,1,5,,,,6,3,,,,,,2,22
@carlosbrandaoma,,,2,,1,,,5,,1,1,,,1,1,,,,2,5,,,,,1,,,,1,,1,22
@CaroliCamargos,,,3,,2,,,3,,1,1,,,1,,,,,1,5,,,,3,1,,,,,,1,22
@axexeo,,,,1,,,,3,,1,,,,1,,,1,,3,3,1,,1,7,,,,,,,,22
@cqc,,,1,,,,,5,,2,,,1,2,,,2,,1,2,,,,5,,,,,,,1,22
@DCM_online,,,,3,,,,1,,,,,,,,,,,,1,,,,17,,,,,,,,22
@ahickmann,,,1,,,,,3,1,2,,1,3,,,,1,,3,3,,,,3,1,,,,,,,22
@alerj,,,,,,,,4,,1,,2,1,1,,,,,4,1,1,,1,5,1,,,,,,,22
@assisdocouto,,,,1,,,,5,,2,,,,1,,,,,1,1,,,,9,1,,,,,,1,22
@chavezcandanga,,,1,1,,,,,,,1,1,,,,1,1,,1,,,,3,11,,,,,,,1,22
@br_economico,,,,,,,,2,,2,,,,,,1,2,,,7,,,,7,1,,,,,,,22
@AndreiaSadi,,,2,,2,,,5,,,,1,,,,,,,1,3,,,1,4,,,,,,,3,22
@angelicaksy,,,,1,,,,2,1,1,1,1,1,,,1,1,,3,5,,,,1,,,,1,,,2,22
@Collor,,,1,,1,,,5,,2,1,1,,1,,,,,2,3,,,,2,2,,,,,,1,22
@ana_maria_braga,,,2,1,1,,,2,,1,,1,,,,,,,3,2,,,,5,1,,1,,,,2,22
@bmazzeo,,,,,1,,,1,,1,1,1,2,,,1,,,2,3,,,1,3,1,,1,1,,,2,22
@bobclementino,,,4,1,2,,,,1,,,,,,,1,1,1,1,3,,,,5,,,1,,,,1,22
@CaboJulioMG,,,4,,2,,,4,,2,,1,1,,,,1,,2,2,,,,1,,,1,1,,,,22
@AlfredoKaefer,,,3,,,,,5,,1,2,,,1,,,,,1,6,,,,1,1,,,,,,1,22
@CNN,,,2,,,,,3,,4,,,,1,,,2,,1,5,,,,3,1,,,,,,,22
@ThiagoPeixoto,,,2,,1,,,2,,2,1,1,,1,,,,,4,5,,,,1,1,,,,,,,21
@ptdeminas,,,,1,,,,,,,,1,,,,,,,1,,,,,17,,,1,,,,,21
@SeverineMacedo,,,,,,,,1,,,,,,1,,1,,,,,,1,,16,,,,,,,1,21
@Pontifex_es,,,,1,,,,2,,2,2,,,2,,,,,3,,,,,6,1,,,1,,,1,21
@RecitoClarice,,,4,,,,,2,,1,,,,,,,2,,2,2,,1,1,4,,,1,,,,1,21
@SAMUELDESOUZA,,,1,1,2,,,2,,1,1,,1,,,,1,,1,3,,,,3,1,,,,,,3,21
@RosalbaCiarlini,,,7,,1,,,2,1,1,,,,1,,,,,2,2,,,,1,1,,,,1,,1,21
@QueremosAecio,,,,,,,,,,,,,,,,,,,1,18,,,,,,,,,,,2,21
@wellington13pt,,,,1,,,,2,,2,,1,,,,,2,,2,,,1,,7,1,,,,,,2,21
@rogriffo,,,4,1,2,,,3,,,,,1,,,,1,1,2,2,,,,1,,,,,,,3,21
@rejobarbosa,,,2,1,3,,,1,,2,1,,,,,1,,,1,3,,,,4,1,,,,,,1,21
@Serys,,,,1,1,,,1,,,,1,,2,,1,1,1,1,,,,1,8,1,,,,,,1,21
@Teresa_Surita,,,2,2,,,,8,,1,,,,,,,2,,,2,,,1,1,,,,,,,2,21
@tovaga,,,3,,1,,,3,,3,3,,,,,,,1,2,3,,,,,,,,,1,,1,21
@JoycePascowitch,,,2,,,,,2,1,3,,,,1,,,1,,3,4,,,,3,1,,,,,,,21
@OTempoPolitica,,,1,2,1,,1,2,,1,,,,,,,1,,3,4,,,,3,,,1,1,,,,21
@opovoonline,,,,,1,,1,2,,,2,1,,3,,,,,1,2,,,,7,,,,,,,1,21
@jrobertorezende,,,3,,2,,,1,,1,,,,,,,,,,4,,,,3,1,,,1,1,,4,21
@LuizGama,,,2,,2,,,1,,2,2,1,,,,,,,2,4,,,,2,1,,,,1,,1,21
@em_com,,,,1,1,,1,2,,1,,,,1,,,1,,2,5,,,,3,1,,1,1,,,,21
@HelioCosta15,,,2,1,1,,,6,,,,,,,,,1,,1,2,,,,6,,,,,,,1,21
@JornalOTempo,,,1,1,2,,,1,,,,,,1,,,2,,3,3,,,,4,,,1,1,1,,,21
@isoudapaz,,,1,,,,,2,,,,,,3,,,1,,,5,,,1,5,,,,1,1,,1,21
@depsimaopedro,,,,,1,,,2,,,,,,,,1,1,,1,1,,,,12,1,,,,,,1,21
@drauziovarella,,,1,,,,,2,,1,,,,1,,,1,,1,5,,,1,6,1,,,,,,1,21
@ediolopes,,,1,1,2,,,6,,1,,,,1,,,1,,2,3,,,,1,1,,,,,,1,21
@diariodamanha,,,,,1,,,2,,3,1,2,,,,,,,2,6,,,,2,1,,,,,,1,21
@jornalSul21,,,1,1,2,,,2,,2,,,,,,,2,,,1,,,,9,1,,,,,,,21
@felipebornierrj,,,1,,,,,3,,1,,1,,2,,,,,6,3,,,,3,,,,,,,1,21
@fpulcineli,,,1,,1,,,1,,2,1,2,,,,1,,,3,6,,,,1,1,,,,,,1,21
@DiegoAndradeMG,,,2,,2,,,3,,1,,1,,,,,1,,3,5,,,,1,,,1,,,,1,21
@JeffersonJPT,,,,,,,,1,,,,,,,,,1,,1,,,1,,17,,,,,,,,21
@FatimaCleide_PT,,,,1,,,,1,,,,,,,,1,,,,,,1,1,16,,,,,,,,21
@jdoriajr,,,1,,,,,4,,2,1,,1,1,,,1,,1,9,,,,,,,,,,,,21
@ginnymorais,,,2,,1,,,3,,1,1,,,1,,,,,,3,,,,5,,,,,,,4,21
@CFKArgentina,,,,,,,,1,,,,,,1,,1,2,,3,1,,,2,10,,,,,,,,21
@cicerolucena,,,2,,1,,,4,,,,,,,,,,,2,8,,,,1,,,,,,,3,21
@DanielVilela15,,,,,1,,,7,,1,1,2,,,,,,,2,5,,,,1,,,,,,,1,21
@AroldeOliveira,,,3,,1,,,3,,,,2,,1,,,1,,4,4,,,,1,1,,,,,,,21
@botecofeminista,,,1,1,,,,1,,,,1,,,,1,1,,,,,,,15,,,,,,,,21
@cristianocanuto,,,3,1,2,,,1,,1,,,,,,,,,1,5,,,,3,2,,,,,,2,21
@blogdayeda,,,1,1,,,,4,,3,1,1,1,,,,1,,1,4,,,,2,,,,,,,1,21
@anaperugini,,,,,,,,1,,,,,,,,,2,,,3,,,,14,,,,,,,1,21
@ComPadilhando,,,,,,,,1,,,,,,,,1,1,,,1,,,,17,,,,,,,,21
@bandnewsbsb,,,1,,,,,2,,,,1,,,,,1,,2,5,,,,6,,1,,,,,2,21
@anapaulaaraujo,,,2,1,,,,6,,,,,1,1,,,,,1,2,,,1,5,,,,,,,1,21
@Cadoca,,,1,3,1,,,3,,4,,,,2,,,2,,1,2,,,,1,1,,,,,,,21
@blogdafolha,,,2,2,,,,2,,1,1,1,,,,,5,,,2,,,,2,2,,,,,,1,21
@AnaJuliaPT13,,,,,,,,2,,,1,,,,,1,,,,,,,1,16,,,,,,,,21
@uol_noticias,,,,,3,,,1,1,3,,2,1,,,,1,,5,1,,,,2,,,,,,,,20
@VoeGOLoficial,,,,,,,,6,,1,1,1,2,,,,,,,3,,,,4,1,,,,,,1,20
@Val_Ce1,,,2,,,,,2,,,1,1,1,1,,,,,2,7,,,,2,,,,,,,1,20
@silasdantas63,,,3,,1,,,,,,2,,,,,,3,1,1,3,,,1,4,,,,,,,1,20
@zbrun,,,,2,,,,2,,,1,,1,1,,,2,,2,4,,,1,2,,,,,,,2,20
@silvionavarro,,,2,,,,,3,,1,,,,,,,,,2,5,,,,5,,,,,,,2,20
@prosapolitica,,,4,,1,,,2,,,2,1,,,,,,1,2,1,,,,4,1,,,,,,1,20
@PTmilitancia,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,20
@RomuloGouveia,,,1,,2,,,2,,2,,,,1,,,,,4,3,,,,3,,,,,,,2,20
@SandroAlex2323,,,,,,,,6,,1,1,,,,,,1,,2,7,,,,,1,,,,,,1,20
@wikileaks,,,,,,,,2,,,,2,,,,1,,,1,1,,,2,11,,,,,,,,20
@SRIGovFederal,,,,,,,,1,,1,,1,,1,,1,,,2,1,,,1,8,3,,,,,,,20
@programapanico,,,1,,1,,,1,,3,1,,3,1,,1,2,,,5,,,,1,,,,,,,,20
@polibiobraga,,,1,,1,,,4,,6,,,,,,,2,,,1,,,,2,2,,,,,,1,20
@Portal_HD,,,,1,,,1,4,,1,,,,,,,1,,2,3,,,,4,1,,1,1,,,,20
@robinhopt,,,3,1,1,,,3,,1,,,,,,,,,2,1,,,,4,1,,,1,,,2,20
@PMDB_naCamara,,,,,,,,18,,,,,,,,,1,,,,,,,1,,,,,,,,20
@ratinho_jr,,,,,1,,,3,,2,1,,,2,,1,,1,3,3,,,,,1,,,,1,,1,20
@ValadaresPSB,,,,,,,,4,,,,,1,1,,,6,,2,1,,1,,1,2,,,,,,1,20
@RodP13,,,,,,,,,,,,,,,,,,,,,,,,18,,,1,,1,,,20
@Zupiroli,,,4,,2,,,2,,2,,,,,,,,,1,4,,,,2,1,,1,,,,1,20
@TulioMilman,,,1,1,3,,,3,,4,,,,,,,2,,1,1,,,,3,1,,,,,,,20
@walter_martins,,,3,,2,,,1,,2,1,,,,,,,,,5,,,,4,,,,,,,2,20
@RaulPontPT,,,,,,,,1,,1,,,,,,1,1,,,1,,,,15,,,,,,,,20
@realsardenberg,,,,,1,,,4,,1,1,,,1,,,1,,,8,,,,3,,,,,,,,20
@twitcamara_,,,1,,,,,1,,4,,1,1,,,,2,,1,2,,,,2,1,1,,2,,,1,20
@reginacelis4,,,4,,1,,,2,,2,2,,,1,,,1,,,3,,,,2,,,,1,,,1,20
@PoliticoTV,,,1,1,1,,,2,,1,,,,,,,2,,1,2,,,,7,1,,,,,,1,20
@sbtjornalismo,,,1,,,,,1,,1,,1,,,,,,,3,4,,,,6,2,,,,,,1,20
@leosaballa,,,1,1,2,,,3,,3,,,,,,,2,,,1,,,,5,1,,,,,,1,20
@Mauricio_Rands,,,,1,1,,,1,,1,,2,,1,,,2,,,1,,,1,9,,,,,,,,20
@MaoSanta20,,,1,,1,,,3,,4,1,1,1,1,,,1,,3,1,,,,1,,,,,,,1,20
@Lexx_12,,,5,,1,,,3,,1,,,1,1,,,,1,2,1,,,,2,,,,,,,2,20
@mtebaldi,,,,,,,,5,,1,,1,,,,,1,,4,6,,,,2,,,,,,,,20
@marcoscipriano,,,1,,3,,,1,,2,1,1,,,,,,,3,5,,,,1,1,,,,,,1,20
@pedrowestphalen,,,2,,2,,,2,,6,,,,,,1,2,,,1,,,,3,1,,,,,,,20
@OsmarJunior_PI,,,,4,2,,,3,,2,,1,,2,,,1,,2,,,,,2,,,,,,,1,20
@maluz_13,,,,1,1,,,,,,1,,,,,1,,,,,,,,16,,,,,,,,20
@PDTnaCamara,,,1,1,10,,,1,,,,,,1,,,,,1,,,,,4,,,,,,,1,20
@leticiaduarte,,,1,,2,,,3,,5,,,,,,,2,,,1,,,,6,,,,,,,,20
@leonelbrizola12,,,3,,4,,,2,,,,2,,1,,1,1,,,1,,,,4,,,,,,,1,20
@pauderney,,,5,,,,,2,,1,2,1,,,,,,,4,3,,,,,,,,1,,,1,20
@MarcoACabral,,,,,,,,8,,1,,1,,2,,,,,3,1,1,,,1,1,,,,,,1,20
@netinhoDpaula,,,,3,,,,4,,,,,,1,,1,,1,2,2,,,1,4,,,,,,,1,20
@depmarcon,,,,,,,,2,,4,,,,,,,1,,1,1,,,,11,,,,,,,,20
@deputado_busato,,,1,,2,,,3,,4,,,,1,,,,,,1,,,,4,4,,,,,,,20
@DepValtenir,,,1,,1,,,3,,1,,,,3,,,5,,,2,,,,3,1,,,,,,,20
@dep_geraldo,,,1,,1,,,10,,,,1,,1,,,1,,1,1,,,,1,1,,,,,,1,20
@fabiocampana,,,,,1,,,4,,2,2,,,1,,1,1,,1,3,,,,2,1,,,,,,1,20
@jornal_opopular,,,,,1,,,1,,1,1,2,,,,,1,,4,6,,,,1,1,,,,,,1,20
